validation_set,KNORAU,KNORAE,OLA,MCB,LCA,StaticSelection
all,0.4693315657382072,0.6656796134048808,0.629950328721009,0.6444948352577023,0.4659713952348767,0.0447213595499958
hard,0.1666108935239108,0.4013024187347809,0.21397097999087275,0.3635812548001188,0.10993962968322293,0.0149071198499986
easy,0.5818858302800868,0.6614919500231707,0.6334052247135589,0.6363953927340094,0.6466874410927601,0.0447213595499958
