validation_set,KNORAU,KNORAE,OLA,MCB,LCA,StaticSelection
all,0.3953030303030303,0.32535353535353534,0.34393939393939393,0.33734848484848484,0.3996969696969697,0.4966666666666667
hard,0.5268181818181817,0.5515909090909091,0.5885101010101009,0.5820959595959596,0.5244949494949493,0.4988888888888889
easy,0.3498232323232323,0.3250252525252525,0.348560606060606,0.3416919191919192,0.3196969696969697,0.4966666666666667
