validation_set,KNORAU,KNORAE,OLA,MCB,LCA,StaticSelection
all,0.6046941323345818,0.6747565543071161,0.6558551810237203,0.6625468164794008,0.6001997503121099,0.5033458177278402
hard,0.47329588014981266,0.4487515605493134,0.4109862671660425,0.4176029962546817,0.47553058676654175,0.5011235955056179
easy,0.6503245942571785,0.6748938826466917,0.6514357053682895,0.6581273408239701,0.6803745318352059,0.5033458177278402
