validation_set,KNORAU,KNORAE,OLA,MCB,LCA,StaticSelection
all,0.7125021944442629,0.7008598074227543,0.6999020558857713,0.6982740951247441,0.7091092489787969,0.6681592039800994
hard,0.627999426076317,0.46505884719111956,0.459090792154716,0.3831484440375921,0.6296468186703235,0.6671641791044776
easy,0.7264053082452038,0.7021361211475176,0.6876760282268511,0.7016069602154296,0.7338303363883802,0.6681592039800994
