validation_set,KNORAU,KNORAE,OLA,MCB,LCA,StaticSelection
all,0.7112820093549186,0.7669856897780637,0.7441109114424713,0.7585184446005382,0.6697406662851594,0.7033583476558698
hard,0.5116910268475515,0.44119366497779744,0.45191440848220604,0.4165103596972779,0.5386824839981295,0.6870258644709307
easy,0.7150703758984244,0.7374801755568278,0.7280077933379439,0.741260948435962,0.7141782620131248,0.7037185659417202
