validation_set,KNORAU,KNORAE,OLA,MCB,LCA,StaticSelection
all,0.7594247434283873,0.7896460729602705,0.7654327287564114,0.7797958946470744,0.725645290208061,0.7198637008638944
hard,0.6673869989499676,0.5866662187345482,0.5825021990398422,0.5573612389922704,0.6642991129933531,0.7433483937824664
easy,0.7527100442202105,0.7640786611469594,0.7523209872481884,0.7680534160671605,0.7479719687324706,0.7283580559223474
